TimeDetected,Imei,WindowStart,WindowEnd,ErrorCode
2019-06-21T12:10:20.511Z,863833022108278,2019-06-21T09:31:59.000Z,2019-06-21T09:31:59.000Z,5
2019-06-21T12:10:20.511Z,863833021032370,2019-06-21T07:43:47.000Z,2019-06-21T07:43:47.000Z,5
2019-06-21T12:10:20.511Z,863833021032370,2019-06-21T07:34:08.000Z,2019-06-21T07:34:08.000Z,5
2019-06-21T12:10:20.511Z,352431060532257,2019-06-21T09:50:51.000Z,2019-06-21T09:50:51.000Z,5
2019-06-21T12:10:20.511Z,863833022163158,2019-06-21T09:31:46.000Z,2019-06-21T09:31:46.000Z,5
2019-06-21T12:10:20.511Z,863833026637959,2019-06-21T09:47:51.000Z,2019-06-21T09:47:51.000Z,5
2019-06-21T12:10:20.511Z,863833026637959,2019-06-21T09:47:53.000Z,2019-06-21T09:47:53.000Z,5
2019-06-21T12:10:20.511Z,863833024121436,2019-06-21T09:33:55.000Z,2019-06-21T09:33:55.000Z,5
2019-06-21T12:10:20.511Z,863833025590332,2019-06-21T09:15:58.000Z,2019-06-21T09:15:58.000Z,5
2019-06-21T12:10:20.511Z,863833021032370,2019-06-21T07:42:40.000Z,2019-06-21T07:42:40.000Z,5
2019-06-21T12:10:20.511Z,353322081481120,2019-06-21T09:31:57.000Z,2019-06-21T09:31:57.000Z,5
2019-06-21T12:10:20.511Z,863833021202569,2019-06-21T09:44:00.000Z,2019-06-21T09:44:00.000Z,5
2019-06-21T12:10:20.511Z,353322080388813,2019-06-21T09:35:38.000Z,2019-06-21T09:35:38.000Z,5
2019-06-21T12:10:20.511Z,863833022535173,2019-06-21T09:36:29.000Z,2019-06-21T09:36:29.000Z,5
2019-06-21T12:10:20.511Z,353322081204845,2019-06-21T09:53:35.000Z,2019-06-21T09:53:35.000Z,5
2019-06-21T12:10:20.511Z,863833023843824,2019-06-21T09:50:35.000Z,2019-06-21T09:50:35.000Z,5
2019-06-21T12:10:20.511Z,863833024138273,2019-06-21T08:33:19.000Z,2019-06-21T08:33:19.000Z,5
2019-06-21T12:10:20.511Z,863833027935261,2019-06-21T09:10:31.000Z,2019-06-21T09:10:31.000Z,5
2019-06-21T12:10:27.757Z,863833023665391,2019-06-21T09:37:19.000Z,2019-06-21T09:37:19.000Z,5
2019-06-21T12:10:27.757Z,863833023480650,2019-06-21T09:34:14.000Z,2019-06-21T09:34:14.000Z,5
2019-06-21T12:10:27.757Z,863833023579824,2019-06-21T09:51:14.000Z,2019-06-21T09:51:14.000Z,5
2019-06-21T12:10:27.757Z,353322080390215,2019-06-21T09:47:48.000Z,2019-06-21T09:47:48.000Z,5
2019-06-21T12:10:27.757Z,353322080413751,2019-06-21T09:41:09.000Z,2019-06-21T09:41:09.000Z,5
2019-06-21T12:10:27.757Z,863833022214019,2019-06-21T09:51:59.000Z,2019-06-21T09:51:59.000Z,5
2019-06-21T12:10:27.757Z,863833024179756,2019-06-21T09:31:42.000Z,2019-06-21T09:31:42.000Z,5
2019-06-21T12:10:27.757Z,863833024225039,2019-06-21T09:34:41.000Z,2019-06-21T09:34:41.000Z,5
2019-06-21T12:10:27.757Z,863833024128688,2019-06-21T09:42:48.000Z,2019-06-21T09:42:48.000Z,5
2019-06-21T12:10:27.757Z,863833025643362,2019-06-21T09:55:39.000Z,2019-06-21T09:55:39.000Z,5
2019-06-21T12:10:27.757Z,863833025583352,2019-05-17T06:46:05.000Z,2019-05-17T06:46:05.000Z,5
2019-06-21T12:10:27.757Z,354725062213891,2019-06-21T09:52:01.000Z,2019-06-21T09:52:01.000Z,5
2019-06-21T12:10:27.757Z,863833022090716,2019-06-21T09:44:49.000Z,2019-06-21T09:44:49.000Z,5
2019-06-21T12:10:27.757Z,863833024182842,2019-06-21T09:28:29.000Z,2019-06-21T09:28:29.000Z,5
2019-06-21T12:10:27.757Z,863833025579798,2019-06-21T09:37:02.000Z,2019-06-21T09:37:02.000Z,5
2019-06-21T12:10:27.757Z,863833021668579,2019-06-21T09:38:27.000Z,2019-06-21T09:38:27.000Z,5
2019-06-21T12:10:27.757Z,863833020968335,2019-06-21T09:54:40.000Z,2019-06-21T09:54:40.000Z,5
2019-06-21T12:10:27.757Z,863833027634468,2019-06-21T09:26:19.000Z,2019-06-21T09:26:19.000Z,5
2019-06-21T12:10:27.757Z,354725064531514,2019-06-21T09:41:03.000Z,2019-06-21T09:41:03.000Z,5
2019-06-21T12:10:27.757Z,863833027935261,2019-06-21T09:36:14.000Z,2019-06-21T09:36:14.000Z,5
2019-06-21T12:10:27.757Z,863833027935261,2019-06-21T09:36:35.000Z,2019-06-21T09:36:35.000Z,5
2019-06-21T12:10:27.757Z,863833022250682,2019-06-21T09:41:51.000Z,2019-06-21T09:41:51.000Z,5
2019-06-21T12:10:27.757Z,353322080436414,2019-06-21T09:42:41.000Z,2019-06-21T09:42:41.000Z,5
2019-06-21T12:10:27.757Z,863833022317606,2019-06-21T09:54:41.000Z,2019-06-21T09:54:41.000Z,5
2019-06-21T12:10:27.757Z,863833027935261,2019-06-21T09:36:23.000Z,2019-06-21T09:36:23.000Z,5
2019-06-21T12:10:27.757Z,354725063082592,2019-06-21T09:40:43.000Z,2019-06-21T09:40:43.000Z,5
2019-06-21T12:10:27.757Z,863833021032370,2019-06-21T07:34:02.000Z,2019-06-21T07:34:02.000Z,5
2019-06-21T12:10:32.467Z,863833026648535,2019-06-21T09:34:28.000Z,2019-06-21T09:34:28.000Z,5
2019-06-21T12:10:32.467Z,863833023681026,2019-06-21T09:35:10.000Z,2019-06-21T09:35:10.000Z,5
2019-06-21T12:10:32.467Z,863833023852015,2019-06-21T09:50:58.000Z,2019-06-21T09:50:58.000Z,5
2019-06-21T12:10:32.467Z,863833026648535,2019-06-21T09:34:21.000Z,2019-06-21T09:34:21.000Z,5
2019-06-21T12:10:32.467Z,863833022228555,2019-06-21T09:50:32.000Z,2019-06-21T09:50:32.000Z,5
2019-06-21T12:10:32.467Z,863833026648535,2019-06-21T09:35:02.000Z,2019-06-21T09:35:02.000Z,5
2019-06-21T12:10:32.467Z,863833025590332,2019-06-21T09:37:07.000Z,2019-06-21T09:37:07.000Z,5
2019-06-21T12:10:32.467Z,354725061746396,2019-06-21T09:54:16.000Z,2019-06-21T09:54:16.000Z,5
2019-06-21T12:10:32.467Z,863833023579923,2019-01-01T00:00:00.000Z,2019-01-01T00:00:00.000Z,5
2019-06-21T12:10:32.467Z,863833026648535,2019-06-21T09:34:42.000Z,2019-06-21T09:34:42.000Z,5
2019-06-21T12:10:32.467Z,863833020928313,2019-06-21T09:54:15.000Z,2019-06-21T09:54:15.000Z,5
2019-06-21T12:10:32.467Z,863833023607302,2019-06-21T09:41:54.000Z,2019-06-21T09:41:54.000Z,5
2019-06-21T12:10:32.467Z,863833022117949,2019-06-21T09:40:35.000Z,2019-06-21T09:40:35.000Z,5
2019-06-21T12:10:32.467Z,863833026648535,2019-06-21T09:34:22.000Z,2019-06-21T09:34:22.000Z,5
2019-06-21T12:10:32.467Z,354725064569753,2019-06-21T09:25:36.000Z,2019-06-21T09:25:36.000Z,5
2019-06-21T12:10:32.467Z,863833023088438,2019-06-21T09:15:52.000Z,2019-06-21T09:15:52.000Z,5
2019-06-21T12:10:32.467Z,863833021032370,2019-06-21T07:32:16.000Z,2019-06-21T07:32:16.000Z,5
2019-06-21T12:10:32.467Z,354725064531514,2019-06-21T09:55:59.000Z,2019-06-21T09:55:59.000Z,5
2019-06-21T12:10:32.467Z,863833022140198,2019-06-21T09:38:05.000Z,2019-06-21T09:38:05.000Z,5
2019-06-21T12:10:32.467Z,863833023658644,2019-06-21T09:54:20.000Z,2019-06-21T09:54:20.000Z,5
2019-06-21T12:10:32.467Z,863833021385364,2019-06-21T09:37:42.000Z,2019-06-21T09:37:42.000Z,5
2019-06-21T12:10:32.467Z,353322080390215,2019-06-21T09:51:34.000Z,2019-06-21T09:51:34.000Z,5
2019-06-21T12:10:32.467Z,863833022189377,2019-06-21T09:55:43.000Z,2019-06-21T09:55:43.000Z,5
2019-06-21T12:10:32.467Z,354725064564358,2019-06-21T09:37:12.000Z,2019-06-21T09:37:12.000Z,5
2019-06-21T12:10:32.467Z,353322080438139,2019-06-21T09:52:03.000Z,2019-06-21T09:52:03.000Z,5
2019-06-21T12:10:32.467Z,863833022091441,2019-06-21T09:45:21.000Z,2019-06-21T09:45:21.000Z,5
2019-06-21T12:10:32.467Z,863833025213042,2019-06-20T17:16:58.000Z,2019-06-20T17:16:58.000Z,5
2019-06-21T12:10:32.467Z,863833025583352,2019-05-16T06:51:32.000Z,2019-05-16T06:51:32.000Z,5
2019-06-21T12:10:32.467Z,863833022163521,2019-06-21T09:40:33.000Z,2019-06-21T09:40:33.000Z,5
2019-06-21T12:10:32.467Z,863833025614629,2019-06-21T09:33:16.000Z,2019-06-21T09:33:16.000Z,5
2019-06-21T12:10:32.467Z,863833021668579,2019-06-21T09:39:25.000Z,2019-06-21T09:39:25.000Z,5
2019-06-21T12:10:39.429Z,863833023489883,2019-06-21T09:55:45.000Z,2019-06-21T09:55:45.000Z,5
2019-06-21T12:10:39.429Z,353322080438139,2019-06-21T09:55:23.000Z,2019-06-21T09:55:23.000Z,5
2019-06-21T12:10:39.429Z,863833022214019,2019-06-21T09:50:59.000Z,2019-06-21T09:50:59.000Z,5
2019-06-21T12:10:39.429Z,863833024248486,2019-06-21T09:34:24.000Z,2019-06-21T09:34:24.000Z,5
2019-06-21T12:10:39.429Z,354725062264415,2019-06-21T09:48:30.000Z,2019-06-21T09:48:30.000Z,5
2019-06-21T12:10:39.429Z,863833024230740,2019-06-21T09:41:16.000Z,2019-06-21T09:41:16.000Z,5
2019-06-21T12:10:39.429Z,354725062213891,2019-06-21T09:36:48.000Z,2019-06-21T09:36:48.000Z,5
2019-06-21T12:10:39.429Z,353322082465965,2019-06-21T09:37:14.000Z,2019-06-21T09:37:14.000Z,5
2019-06-21T12:10:39.429Z,863833021032370,2019-06-21T07:32:13.000Z,2019-06-21T07:32:13.000Z,5
2019-06-21T12:10:39.429Z,353322080388813,2019-06-21T09:36:39.000Z,2019-06-21T09:36:39.000Z,5
2019-06-21T12:10:39.429Z,863833026693648,2019-06-21T09:34:41.000Z,2019-06-21T09:34:41.000Z,5
2019-06-21T12:10:39.429Z,353322080432207,2019-06-21T09:24:52.000Z,2019-06-21T09:24:52.000Z,5
2019-06-21T12:10:39.429Z,863833025335217,2019-06-13T13:19:44.000Z,2019-06-13T13:19:44.000Z,5
2019-06-21T12:10:39.429Z,863833024210213,2019-06-21T09:48:29.000Z,2019-06-21T09:48:29.000Z,5
2019-06-21T12:10:39.429Z,353322080390215,2019-06-21T09:33:32.000Z,2019-06-21T09:33:32.000Z,5
2019-06-21T12:10:39.429Z,863833024146037,2019-06-21T09:31:44.000Z,2019-06-21T09:31:44.000Z,5
2019-06-21T12:10:39.429Z,353322080473102,2019-06-21T09:37:08.000Z,2019-06-21T09:37:08.000Z,5
2019-06-21T12:10:39.429Z,863833026696732,2019-06-21T09:55:59.000Z,2019-06-21T09:55:59.000Z,5
2019-06-21T12:10:39.429Z,863833020958765,2019-06-21T09:35:05.000Z,2019-06-21T09:35:05.000Z,5
2019-06-21T12:10:39.429Z,863833026696732,2019-06-21T09:56:10.000Z,2019-06-21T09:56:10.000Z,5
2019-06-21T12:10:39.429Z,863833023662349,2019-06-21T09:33:50.000Z,2019-06-21T09:33:50.000Z,5
2019-06-21T12:10:39.429Z,863833026693648,2019-06-21T09:34:57.000Z,2019-06-21T09:34:57.000Z,5
2019-06-21T12:10:39.429Z,863833021315163,2019-06-21T09:53:44.000Z,2019-06-21T09:53:44.000Z,5
2019-06-21T12:10:39.429Z,863833025615378,2019-06-21T09:48:18.000Z,2019-06-21T09:48:18.000Z,5
2019-06-21T12:10:39.429Z,863833024138273,2019-06-21T09:45:22.000Z,2019-06-21T09:45:22.000Z,5
2019-06-21T12:10:46.363Z,863833023088438,2019-06-21T09:51:11.000Z,2019-06-21T09:51:11.000Z,5
2019-06-21T12:10:46.363Z,863833023731979,2019-06-21T09:15:59.000Z,2019-06-21T09:15:59.000Z,5
2019-06-21T12:10:46.363Z,353322086561850,2019-06-21T09:36:17.000Z,2019-06-21T09:36:17.000Z,5
2019-06-21T12:10:46.363Z,863833021385364,2019-06-21T09:38:19.000Z,2019-06-21T09:38:19.000Z,5
2019-06-21T12:10:46.363Z,863833021032370,2019-06-21T07:32:33.000Z,2019-06-21T07:32:33.000Z,5
2019-06-21T12:10:46.363Z,863833022068522,2019-06-21T09:54:53.000Z,2019-06-21T09:54:53.000Z,5
2019-06-21T12:10:46.363Z,863833024179756,2019-06-21T09:52:37.000Z,2019-06-21T09:52:37.000Z,5
2019-06-21T12:10:46.363Z,863833022163158,2019-06-21T09:32:10.000Z,2019-06-21T09:32:10.000Z,5
2019-06-21T12:10:46.363Z,863833024138273,2019-06-21T08:32:10.000Z,2019-06-21T08:32:10.000Z,5
2019-06-21T12:10:46.363Z,863833024267080,2019-06-21T09:37:29.000Z,2019-06-21T09:37:29.000Z,5
2019-06-21T12:10:46.363Z,354725062631423,2019-06-21T09:45:00.000Z,2019-06-21T09:45:00.000Z,5
2019-06-21T12:10:46.363Z,863833025607482,2019-06-21T09:42:00.000Z,2019-06-21T09:42:00.000Z,5
2019-06-21T12:10:46.363Z,863833023665391,2019-06-21T09:00:02.000Z,2019-06-21T09:00:02.000Z,5
2019-06-21T12:10:46.363Z,353322080428288,2019-06-21T09:50:34.000Z,2019-06-21T09:50:34.000Z,5
2019-06-21T12:10:46.363Z,863833025583352,2019-05-16T07:54:34.000Z,2019-05-16T07:54:34.000Z,5
2019-06-21T12:10:46.363Z,353322081667397,2019-06-21T09:54:29.000Z,2019-06-21T09:54:29.000Z,5
2019-06-21T12:10:46.363Z,353322082465965,2019-06-21T09:33:30.000Z,2019-06-21T09:33:30.000Z,5
2019-06-21T12:10:46.363Z,863833025642901,2019-06-21T09:35:37.000Z,2019-06-21T09:35:37.000Z,5
2019-06-21T12:10:46.363Z,863833022089007,2019-06-21T09:44:14.000Z,2019-06-21T09:44:14.000Z,5
2019-06-21T12:10:46.363Z,863833025583352,2019-05-17T06:34:41.000Z,2019-05-17T06:34:41.000Z,5
2019-06-21T12:10:46.363Z,863833021032370,2019-06-21T07:34:50.000Z,2019-06-21T07:34:50.000Z,5
2019-06-21T12:10:46.363Z,353322080428288,2019-06-21T09:48:21.000Z,2019-06-21T09:48:21.000Z,5
2019-06-21T12:10:46.363Z,863833022117949,2019-06-21T09:15:58.000Z,2019-06-21T09:15:58.000Z,5
2019-06-21T12:10:46.363Z,863833024267080,2019-06-21T09:35:51.000Z,2019-06-21T09:35:51.000Z,5
2019-06-21T12:10:46.363Z,863833025583352,2019-05-16T07:44:40.000Z,2019-05-16T07:44:40.000Z,5
2019-06-21T12:10:46.363Z,863833021385364,2019-06-21T09:32:44.000Z,2019-06-21T09:32:44.000Z,5
2019-06-21T12:10:46.363Z,353322080473102,2019-06-21T09:48:01.000Z,2019-06-21T09:48:01.000Z,5
2019-06-21T12:10:46.363Z,863833023852015,2019-06-21T09:48:18.000Z,2019-06-21T09:48:18.000Z,5
2019-06-21T12:10:46.363Z,863833023424757,2019-06-21T09:37:26.000Z,2019-06-21T09:37:26.000Z,5
2019-06-21T12:10:46.363Z,863833024140386,2019-06-21T09:51:00.000Z,2019-06-21T09:51:00.000Z,5
2019-06-21T12:10:46.363Z,863833025335217,2019-01-01T00:00:00.000Z,2019-01-01T00:00:00.000Z,5
2019-06-21T12:10:46.363Z,863833021456579,2019-06-21T09:29:03.000Z,2019-06-21T09:29:03.000Z,5
2019-06-21T12:10:46.363Z,863833025581166,2019-06-21T09:35:13.000Z,2019-06-21T09:35:13.000Z,5
2019-06-21T12:10:46.363Z,863833025583352,2019-05-17T07:26:28.000Z,2019-05-17T07:26:28.000Z,5
2019-06-21T12:10:46.363Z,353322081481120,2019-06-21T09:51:03.000Z,2019-06-21T09:51:03.000Z,5
2019-06-21T12:10:46.363Z,353322080473102,2019-06-21T09:42:23.000Z,2019-06-21T09:42:23.000Z,5
2019-06-21T12:10:46.363Z,863833023662349,2019-06-21T09:32:12.000Z,2019-06-21T09:32:12.000Z,5
2019-06-21T12:10:53.736Z,863833022263719,2019-06-21T09:35:30.000Z,2019-06-21T09:35:30.000Z,5
2019-06-21T12:10:53.736Z,863833025581760,2019-06-21T09:51:00.000Z,2019-06-21T09:51:00.000Z,5
2019-06-21T12:10:53.736Z,863833022511034,2019-06-21T09:54:19.000Z,2019-06-21T09:54:19.000Z,5
2019-06-21T12:10:53.736Z,353322080156335,2019-06-21T09:25:47.000Z,2019-06-21T09:25:47.000Z,5
2019-06-21T12:10:53.736Z,863833023401805,2019-06-21T09:24:03.000Z,2019-06-21T09:24:03.000Z,5
2019-06-21T12:10:53.736Z,863833022605968,2019-06-21T09:35:20.000Z,2019-06-21T09:35:20.000Z,5
2019-06-21T12:10:53.736Z,863833022043707,2019-06-21T09:48:24.000Z,2019-06-21T09:48:24.000Z,5
2019-06-21T12:10:53.736Z,863833025445180,2019-06-18T15:14:07.000Z,2019-06-18T15:14:07.000Z,5
2019-06-21T12:10:53.736Z,863833024124729,2019-06-21T08:03:40.000Z,2019-06-21T08:03:40.000Z,5
2019-06-21T12:10:53.736Z,863833025591165,2019-06-21T09:42:01.000Z,2019-06-21T09:42:01.000Z,5
2019-06-21T12:10:53.736Z,863833021453444,2019-06-21T09:55:54.000Z,2019-06-21T09:55:54.000Z,5
2019-06-21T12:10:53.736Z,863833023651383,2019-06-21T09:52:12.000Z,2019-06-21T09:52:12.000Z,5
2019-06-21T12:10:53.736Z,863833022047120,2019-06-21T09:48:10.000Z,2019-06-21T09:48:10.000Z,5
2019-06-21T12:10:53.736Z,353322080388813,2019-06-21T09:37:13.000Z,2019-06-21T09:37:13.000Z,5
2019-06-21T12:10:53.736Z,354725064522547,2019-06-21T09:41:43.000Z,2019-06-21T09:41:43.000Z,5
2019-06-21T12:10:53.736Z,863833023815939,2019-06-21T09:51:28.000Z,2019-06-21T09:51:28.000Z,5
2019-06-21T12:10:53.736Z,353322080469415,2019-06-21T09:34:25.000Z,2019-06-21T09:34:25.000Z,5
2019-06-21T12:10:53.736Z,863833025581760,2019-06-21T09:55:53.000Z,2019-06-21T09:55:53.000Z,5
2019-06-21T12:10:53.736Z,863833023796360,2019-06-21T09:28:03.000Z,2019-06-21T09:28:03.000Z,5
2019-06-21T12:10:53.736Z,353322081204845,2019-06-21T09:50:35.000Z,2019-06-21T09:50:35.000Z,5
2019-06-21T12:10:53.736Z,863833025319468,2019-06-21T09:48:11.000Z,2019-06-21T09:48:11.000Z,5
2019-06-21T12:10:53.736Z,863833024400277,2019-06-21T09:51:29.000Z,2019-06-21T09:51:29.000Z,5
2019-06-21T12:10:53.736Z,353322082466062,2019-06-21T09:33:13.000Z,2019-06-21T09:33:13.000Z,5
2019-06-21T12:10:53.736Z,863833023424757,2019-06-21T09:34:26.000Z,2019-06-21T09:34:26.000Z,5
2019-06-21T12:10:53.736Z,351631041959823,2019-06-21T09:40:55.000Z,2019-06-21T09:40:55.000Z,5
2019-06-21T12:10:53.736Z,863833025583352,2019-05-16T07:55:34.000Z,2019-05-16T07:55:34.000Z,5
2019-06-21T12:10:53.736Z,863833021032370,2019-06-21T07:36:42.000Z,2019-06-21T07:36:42.000Z,5
